"Gene ID","Name/ID/Alias","Type","Source"
"PF3D7_0831800","XM_002808697.1","alternate ID","RefSeq_dna"
"PF3D7_0831800","XP_002808743.1","alternate ID","RefSeq_peptide"
"PF3D7_0831800","HRP2","name","N/A"
"PF3D7_0831800","HRPII","synonym","N/A"
"PF3D7_0831900","MAL7P1.230","previous ID","N/A"
"PF3D7_0832000","MAL7P1.227","previous ID","N/A"
"PF3D7_0832000","XM_002808696.1","alternate ID","RefSeq_dna"
"PF3D7_0832000","XP_002808742.1","alternate ID","RefSeq_peptide"
"PF3D7_0832000","CZT62761.1","alternate ID","protein_id"
"PF3D7_0832000","A0A143ZWI7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832000","UPI0001981F86","alternate ID","UniParc"
"PF3D7_0832100","RIF","name","N/A"
"PF3D7_0832100","MAL7P1.226","previous ID","N/A"
"PF3D7_0832200","XM_002808694.1","alternate ID","RefSeq_dna"
"PF3D7_0832200","A0A146M1Y0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832200","PF3D7_0832200.2","alias","N/A"
"PF3D7_0832200","PF3D7_0832200.1","alias","N/A"
"PF3D7_0832200","UPI0001982003","alternate ID","UniParc"
"PF3D7_0832200","A0A143ZWT9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832200","CZT62764.1","alternate ID","protein_id"
"PF3D7_0832200","MAL7P1.225","previous ID","N/A"
"PF3D7_0832200","XM_002808695.1","alternate ID","RefSeq_dna"
"PF3D7_0832200","XP_002808741.1","alternate ID","RefSeq_peptide"
"PF3D7_0832200","UPI0001981F85","alternate ID","UniParc"
"PF3D7_0832200","CZT62763.1","alternate ID","protein_id"
"PF3D7_0832200","XP_002808740.1","alternate ID","RefSeq_peptide"
"PF3D7_0832300","CZT62766.1","alternate ID","protein_id"
"PF3D7_0832300","UPI0001982002","alternate ID","UniParc"
"PF3D7_0832300","XM_002808693.1","alternate ID","RefSeq_dna"
"PF3D7_0832300","MAL7P1.224","previous ID","N/A"
"PF3D7_0832300","A0A143ZZX7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832300","XP_002808739.1","alternate ID","RefSeq_peptide"
"PF3D7_0832400","Q2XR77","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832400","CZT62767.1","alternate ID","protein_id"
"PF3D7_0832400","UPI00021FCBAC","alternate ID","UniParc"
"PF3D7_0832400","O96491","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832400","Q2XR09","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832400","MAL7P1.223","previous ID","N/A"
"PF3D7_0832400","A0A143ZXE3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832400","O96490","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832400","Q2XR76","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832400","Q2XR75","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832500","CZT62768.1","alternate ID","protein_id"
"PF3D7_0832500","Q2XRA6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832500","A0A143ZYB5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832500","XP_002808737.1","alternate ID","RefSeq_peptide"
"PF3D7_0832500","RIF","name","N/A"
"PF3D7_0832500","UPI0001982000","alternate ID","UniParc"
"PF3D7_0832500","XM_002808691.1","alternate ID","RefSeq_dna"
"PF3D7_0832500","RIF-A","synonym","N/A"
"PF3D7_0832500","MAL7P1.222","previous ID","N/A"
"PF3D7_0832600","UPI0001981FFF","alternate ID","UniParc"
"PF3D7_0832600","MAL7P1.310","previous ID","N/A"
"PF3D7_0832600","XP_002808736.1","alternate ID","RefSeq_peptide"
"PF3D7_0832600","CZT62769.1","alternate ID","protein_id"
"PF3D7_0832600","A0A143ZW11","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832600","XM_002808690.1","alternate ID","RefSeq_dna"
"PF3D7_0832700","MAL7P1.220","previous ID","N/A"
"PF3D7_0832800","XP_002808734.1","alternate ID","RefSeq_peptide"
"PF3D7_0832800","A0A143ZVN0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832800","XM_002808688.1","alternate ID","RefSeq_dna"
"PF3D7_0832800","CZT62771.1","alternate ID","protein_id"
"PF3D7_0832800","RIF-B","synonym","N/A"
"PF3D7_0832800","MAL7P1.219","previous ID","N/A"
"PF3D7_0832800","UPI0001981FFD","alternate ID","UniParc"
"PF3D7_0832800","RIF","name","N/A"
"PF3D7_0832900","A0A143ZXP1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832900","Q2XR39","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832900","UPI0001981FFC","alternate ID","UniParc"
"PF3D7_0832900","Q2XR32","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832900","Q2XR38","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832900","Q03623","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832900","XM_002808687.1","alternate ID","RefSeq_dna"
"PF3D7_0832900","MAL7P1.218","previous ID","N/A"
"PF3D7_0832900","Q2XR31","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832900","Q2XR33","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832900","CZT62772.1","alternate ID","protein_id"
"PF3D7_0832900","Q2XR37","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0832900","XP_002808733.1","alternate ID","RefSeq_peptide"
"PF3D7_0833000","UPI0001981FFB","alternate ID","UniParc"
"PF3D7_0833000","MAL7P1.217","previous ID","N/A"
"PF3D7_0833000","CZT62773.1","alternate ID","protein_id"
"PF3D7_0833000","Q2XRI4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0833000","Q8ITH6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0833000","RIF","name","N/A"
"PF3D7_0833000","RIF-A","synonym","N/A"
"PF3D7_0833000","XM_002808686.1","alternate ID","RefSeq_dna"
"PF3D7_0833000","XP_002808732.1","alternate ID","RefSeq_peptide"
"PF3D7_0833000","A0A143ZVN3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0833100","XP_002808731.1","alternate ID","RefSeq_peptide"
"PF3D7_0833100","A0A143ZWJ4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0833100","XM_002808685.1","alternate ID","RefSeq_dna"
"PF3D7_0833100","MAL7P1.216","previous ID","N/A"
"PF3D7_0833100","CZT62774.1","alternate ID","protein_id"
"PF3D7_0833100","RIF","name","N/A"
"PF3D7_0833100","UPI0001981FFA","alternate ID","UniParc"
"PF3D7_0833100","RIF-A","synonym","N/A"
"PF3D7_0833200","XM_002808684.1","alternate ID","RefSeq_dna"
"PF3D7_0833200","UPI0001981FF9","alternate ID","UniParc"
"PF3D7_0833200","MAL7P1.215","previous ID","N/A"
"PF3D7_0833200","RIF-B","synonym","N/A"
"PF3D7_0833200","A0A143ZWV2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0833200","XP_002808730.1","alternate ID","RefSeq_peptide"
"PF3D7_0833200","CZT62775.1","alternate ID","protein_id"
"PF3D7_0833200","RIF","name","N/A"
"PF3D7_0833300","MAL7P1.214","previous ID","N/A"
"PF3D7_0833400","XM_002808683.1","alternate ID","RefSeq_dna"
"PF3D7_0833400","A0A146M1Z3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0833400","Q2XRD1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0833400","CZT62777.1","alternate ID","protein_id"
"PF3D7_0833400","Q2XR90","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0833400","XP_002808729.1","alternate ID","RefSeq_peptide"
"PF3D7_0833400","RIF-A","synonym","N/A"
"PF3D7_0833400","RIF","name","N/A"
"PF3D7_0833400","Q2XRE9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0833400","MAL7P1.213","previous ID","N/A"
"PF3D7_0833400","UPI0001981FF8","alternate ID","UniParc"
"PF3D7_0833500","VAR-UPSB1","synonym","N/A"
"PF3D7_0833500","A0A5P1A034","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0833500","XP_002808728.1","alternate ID","RefSeq_peptide"
"PF3D7_0833500","CZT62778.1","alternate ID","protein_id"
"PF3D7_0833500","XM_002808682.1","alternate ID","RefSeq_dna"
"PF3D7_0833500","MAL7P1.212","previous ID","N/A"
"PF3D7_0833500","VAR","name","N/A"
"PF3D7_0833500","UPI0001981FF7","alternate ID","UniParc"
"PF3D7_0833500","A0A143ZZY8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A3R6S6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A0A5P1A1Q1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A3R6T0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A0A5P1A2H2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A0A5P1A146","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A0A5P1A0K2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A0A5P1A0T7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A0A5P1A2Z3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","XP_001351877.1","alternate ID","RefSeq_peptide"
"PF3D7_0900100","XM_001351841.1","alternate ID","RefSeq_dna"
"PF3D7_0900100","UPI00000861EB","alternate ID","UniParc"
"PF3D7_0900100","Q8I3E5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","PFI0005w","previous ID","N/A"
"PF3D7_0900100","A0A5P1A0Z7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","VAR-UPSB1","synonym","N/A"
"PF3D7_0900100","VAR","name","N/A"
"PF3D7_0900100","CAD51687.1","alternate ID","protein_id"
"PF3D7_0900100","A0A5P1A3A1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A0A5P1A176","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A0A5P1A0W9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A3R6T3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900100","A0A5P1A0E9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900200","RIF-A","synonym","N/A"
"PF3D7_0900200","XP_001351878.1","alternate ID","RefSeq_peptide"
"PF3D7_0900200","RIF","name","N/A"
"PF3D7_0900200","XM_001351842.1","alternate ID","RefSeq_dna"
"PF3D7_0900200","CAD51688.1","alternate ID","protein_id"
"PF3D7_0900200","Q8I3E4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900200","UPI00000861EC","alternate ID","UniParc"
"PF3D7_0900200","PFI0010c","previous ID","N/A"
"PF3D7_0900300","RIF-B","synonym","N/A"
"PF3D7_0900300","CAD51689.1","alternate ID","protein_id"
"PF3D7_0900300","Q2XR93","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900300","XM_001351843.1","alternate ID","RefSeq_dna"
"PF3D7_0900300","Q8I3E3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900300","UPI00000861ED","alternate ID","UniParc"
"PF3D7_0900300","RIF","name","N/A"
"PF3D7_0900300","XP_001351879.1","alternate ID","RefSeq_peptide"
"PF3D7_0900300","PFI0015c","previous ID","N/A"
"PF3D7_0900400","RIF","name","N/A"
"PF3D7_0900400","Q8I3E2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900400","XP_001351880.1","alternate ID","RefSeq_peptide"
"PF3D7_0900400","UPI00000861EE","alternate ID","UniParc"
"PF3D7_0900400","RIF-A","synonym","N/A"
"PF3D7_0900400","XM_001351844.1","alternate ID","RefSeq_dna"
"PF3D7_0900400","PFI0020w","previous ID","N/A"
"PF3D7_0900400","CAD51690.1","alternate ID","protein_id"
"PF3D7_0900500","PFI0025c","previous ID","N/A"
"PF3D7_0900500","RIF","name","N/A"
"PF3D7_0900500","XP_001351881.1","alternate ID","RefSeq_peptide"
"PF3D7_0900500","CAD51691.1","alternate ID","protein_id"
"PF3D7_0900500","Q8I3E1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900500","UPI00000861EF","alternate ID","UniParc"
"PF3D7_0900500","XM_001351845.1","alternate ID","RefSeq_dna"
"PF3D7_0900600","XP_001351882.1","alternate ID","RefSeq_peptide"
"PF3D7_0900600","CAD51692.1","alternate ID","protein_id"
"PF3D7_0900600","PFI0030c","previous ID","N/A"
"PF3D7_0900600","Q8I3E0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900600","Q2XRG0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900600","RIF","name","N/A"
"PF3D7_0900600","RIF-A","synonym","N/A"
"PF3D7_0900600","Q2XRG1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900600","Q2XRI5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900600","UPI00000861F0","alternate ID","UniParc"
"PF3D7_0900600","XM_001351846.1","alternate ID","RefSeq_dna"
"PF3D7_0900700","RIF-A","synonym","N/A"
"PF3D7_0900700","UPI00000861F1","alternate ID","UniParc"
"PF3D7_0900700","XP_001351883.1","alternate ID","RefSeq_peptide"
"PF3D7_0900700","Q8I3D9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900700","CAD51693.1","alternate ID","protein_id"
"PF3D7_0900700","XM_001351847.1","alternate ID","RefSeq_dna"
"PF3D7_0900700","PFI0035c","previous ID","N/A"
"PF3D7_0900700","RIF","name","N/A"
"PF3D7_0900800","VAR","name","N/A"
"PF3D7_0900800","PFI0040c","previous ID","N/A"
"PF3D7_0900900","XP_001351884.1","alternate ID","RefSeq_peptide"
"PF3D7_0900900","XM_001351848.1","alternate ID","RefSeq_dna"
"PF3D7_0900900","UPI00021FCBCF","alternate ID","UniParc"
"PF3D7_0900900","Q8I3D8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900900","Q2XR67","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0900900","PFI0045c","previous ID","N/A"
"PF3D7_0900900","CAD51695.2","alternate ID","protein_id"
"PF3D7_0901000","UPI00000861F3","alternate ID","UniParc"
"PF3D7_0901000","XP_001351885.1","alternate ID","RefSeq_peptide"
"PF3D7_0901000","XM_001351849.1","alternate ID","RefSeq_dna"
"PF3D7_0901000","RIF-B","synonym","N/A"
"PF3D7_0901000","RIF","name","N/A"
"PF3D7_0901000","Q8I3D7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901000","Q2XRH2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901000","CAD51696.1","alternate ID","protein_id"
"PF3D7_0901000","Q2XRC1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901000","Q2XRF2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901000","PFI0050c","previous ID","N/A"
"PF3D7_0901000","Q2XRF7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901100","RIF-A","synonym","N/A"
"PF3D7_0901100","PFI0055c","previous ID","N/A"
"PF3D7_0901100","RIF","name","N/A"
"PF3D7_0901100","XP_001351886.1","alternate ID","RefSeq_peptide"
"PF3D7_0901100","CAD51697.1","alternate ID","protein_id"
"PF3D7_0901100","UPI00000861F4","alternate ID","UniParc"
"PF3D7_0901100","XM_001351850.1","alternate ID","RefSeq_dna"
"PF3D7_0901100","Q8I3D6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901200","PFI0060c","previous ID","N/A"
"PF3D7_0901200","UPI00000861F5","alternate ID","UniParc"
"PF3D7_0901300","RIF-A","synonym","N/A"
"PF3D7_0901300","Q2XRF4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901300","PFI0065w","previous ID","N/A"
"PF3D7_0901300","Q2XR86","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901300","Q8I3D4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901300","RIF","name","N/A"
"PF3D7_0901300","XM_001351852.1","alternate ID","RefSeq_dna"
"PF3D7_0901300","Q8ITH2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901300","Q8ITI3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901300","XP_001351888.1","alternate ID","RefSeq_peptide"
"PF3D7_0901300","Q8ITH4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901300","UPI00000861F6","alternate ID","UniParc"
"PF3D7_0901300","CAD51699.1","alternate ID","protein_id"
"PF3D7_0901400","Q2XRI1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901400","RIF-A","synonym","N/A"
"PF3D7_0901400","XM_001351853.1","alternate ID","RefSeq_dna"
"PF3D7_0901400","UPI00000861F7","alternate ID","UniParc"
"PF3D7_0901400","Q8I3D3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901400","RIF","name","N/A"
"PF3D7_0901400","XP_001351889.1","alternate ID","RefSeq_peptide"
"PF3D7_0901400","Q2XRA8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901400","PFI0070w","previous ID","N/A"
"PF3D7_0901400","CAD51700.1","alternate ID","protein_id"
"PF3D7_0901500","UPI00000861F8","alternate ID","UniParc"
"PF3D7_0901500","RIF","name","N/A"
"PF3D7_0901500","RIF-A","synonym","N/A"
"PF3D7_0901500","Q2XRG6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901500","XP_001351890.1","alternate ID","RefSeq_peptide"
"PF3D7_0901500","PFI0075w","previous ID","N/A"
"PF3D7_0901500","CAD51701.1","alternate ID","protein_id"
"PF3D7_0901500","Q8I3D2","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901500","XM_001351854.1","alternate ID","RefSeq_dna"
"PF3D7_0901600","PFI0080w","previous ID","N/A"
"PF3D7_0901600","CAD51702.1","alternate ID","protein_id"
"PF3D7_0901600","Q8I3D1","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901600","XP_001351891.1","alternate ID","RefSeq_peptide"
"PF3D7_0901600","XM_001351855.1","alternate ID","RefSeq_dna"
"PF3D7_0901600","UPI00000861F9","alternate ID","UniParc"
"PF3D7_0901700","UPI000198208A","alternate ID","UniParc"
"PF3D7_0901700","C0H511","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901700","CAX64188.1","alternate ID","protein_id"
"PF3D7_0901700","XP_002808907.1","alternate ID","RefSeq_peptide"
"PF3D7_0901700","XM_002808861.1","alternate ID","RefSeq_dna"
"PF3D7_0901700","PFI0085c","previous ID","N/A"
"PF3D7_0901800","XP_002808908.1","alternate ID","RefSeq_peptide"
"PF3D7_0901800","UPI0003E44822","alternate ID","UniParc"
"PF3D7_0901800","PFI0086w","previous ID","N/A"
"PF3D7_0901800","XM_002808862.1","alternate ID","RefSeq_dna"
"PF3D7_0901800","C0H512","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901800","CAX64189.2","alternate ID","protein_id"
"PF3D7_0901900","UPI00078D154F","alternate ID","UniParc"
"PF3D7_0901900","Q8I3C9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0901900","PFI0090c","previous ID","N/A"
"PF3D7_0901900","CAD51704.2","alternate ID","protein_id"
"PF3D7_0902000","PFI0095c","previous ID","N/A"
"PF3D7_0902000","C0H513","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902000","XP_002808909.1","alternate ID","RefSeq_peptide"
"PF3D7_0902000","UPI000198208C","alternate ID","UniParc"
"PF3D7_0902000","TSTK9a","synonym","N/A"
"PF3D7_0902000","FIKK9.1","name","N/A"
"PF3D7_0902000","CAX64190.1","alternate ID","protein_id"
"PF3D7_0902000","XM_002808863.1","alternate ID","RefSeq_dna"
"PF3D7_0902100","CAD51706.1","alternate ID","protein_id"
"PF3D7_0902100","PFI0100c","previous ID","N/A"
"PF3D7_0902100","XP_001351895.1","alternate ID","RefSeq_peptide"
"PF3D7_0902100","XM_001351859.1","alternate ID","RefSeq_dna"
"PF3D7_0902100","UPI00000861FD","alternate ID","UniParc"
"PF3D7_0902100","Q8I3C7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902100","TSTK9b","synonym","N/A"
"PF3D7_0902100","FIKK9.2","name","N/A"
"PF3D7_0902200","TSTK9c","synonym","N/A"
"PF3D7_0902200","FIKK9.3","name","N/A"
"PF3D7_0902200","XP_002808910.1","alternate ID","RefSeq_peptide"
"PF3D7_0902200","XM_002808864.1","alternate ID","RefSeq_dna"
"PF3D7_0902200","1FOT","alternate ID","N/A"
"PF3D7_0902200","UPI000198208D","alternate ID","UniParc"
"PF3D7_0902200","PFI0105c","previous ID","N/A"
"PF3D7_0902200","CAX64191.1","alternate ID","protein_id"
"PF3D7_0902200","C0H514","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902300","UPI00000861FF","alternate ID","UniParc"
"PF3D7_0902300","PFI0110c","previous ID","N/A"
"PF3D7_0902300","TSTK9d","synonym","N/A"
"PF3D7_0902300","FIKK9.4","name","N/A"
"PF3D7_0902300","XM_001351861.1","alternate ID","RefSeq_dna"
"PF3D7_0902300","Q8I3C5","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902300","XP_001351897.1","alternate ID","RefSeq_peptide"
"PF3D7_0902300","CAD51708.1","alternate ID","protein_id"
"PF3D7_0902400","FIKK9.5","name","N/A"
"PF3D7_0902400","CAX64192.2","alternate ID","protein_id"
"PF3D7_0902400","PFI0115c","previous ID","N/A"
"PF3D7_0902400","UPI00078C25AB","alternate ID","UniParc"
"PF3D7_0902400","TSTK9e","synonym","N/A"
"PF3D7_0902400","C0H515","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902500","Q8I3C3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902500","UPI0000086201","alternate ID","UniParc"
"PF3D7_0902500","TSTK9f","synonym","N/A"
"PF3D7_0902500","XP_001351899.1","alternate ID","RefSeq_peptide"
"PF3D7_0902500","XM_001351863.1","alternate ID","RefSeq_dna"
"PF3D7_0902500","FIKK9.6","name","N/A"
"PF3D7_0902500","CAD51710.1","alternate ID","protein_id"
"PF3D7_0902500","PFI0120c","previous ID","N/A"
"PF3D7_0902600","FIKK9.7","name","N/A"
"PF3D7_0902600","1IA8","alternate ID","N/A"
"PF3D7_0902600","TSTK9g","synonym","N/A"
"PF3D7_0902600","UPI00021FCBD0","alternate ID","UniParc"
"PF3D7_0902600","CZT62527.1","alternate ID","protein_id"
"PF3D7_0902600","A0A143ZVB3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902600","PFI0125c","previous ID","N/A"
"PF3D7_0902700","PFI0130c","previous ID","N/A"
"PF3D7_0902800","XM_001351866.1","alternate ID","RefSeq_dna"
"PF3D7_0902800","A0A0E4B249","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902800","CAD51713.1","alternate ID","protein_id"
"PF3D7_0902800","SERA9","name","N/A"
"PF3D7_0902800","A0A0E4FHW8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902800","Q8I3C0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902800","A0A0E3VL35","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902800","UPI0000086204","alternate ID","UniParc"
"PF3D7_0902800","PFI0135c","previous ID","N/A"
"PF3D7_0902800","PF3D7_0902800","name","annotation"
"PF3D7_0902800","XP_001351902.1","alternate ID","RefSeq_peptide"
"PF3D7_0902900","PFI0140w","previous ID","N/A"
"PF3D7_0902900","Q8I3B9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0902900","UPI0000086205","alternate ID","UniParc"
"PF3D7_0902900","XM_001351867.1","alternate ID","RefSeq_dna"
"PF3D7_0902900","XP_001351903.1","alternate ID","RefSeq_peptide"
"PF3D7_0902900","CAD51714.1","alternate ID","protein_id"
"PF3D7_0903000","XM_001351868.1","alternate ID","RefSeq_dna"
"PF3D7_0903000","Q8I3B8","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0903000","CAD51715.1","alternate ID","protein_id"
"PF3D7_0903000","XP_001351904.1","alternate ID","RefSeq_peptide"
"PF3D7_0903000","PFI0145w","previous ID","N/A"
"PF3D7_0903000","UPI0000086206","alternate ID","UniParc"
"PF3D7_0903100","XM_001351869.1","alternate ID","RefSeq_dna"
"PF3D7_0903100","UPI0000086207","alternate ID","UniParc"
"PF3D7_0903100","XP_001351905.1","alternate ID","RefSeq_peptide"
"PF3D7_0903100","Q8I3B7","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0903100","PF3D7_0903100","name","annotation"
"PF3D7_0903100","RER1","name","N/A"
"PF3D7_0903100","CAD51716.1","alternate ID","protein_id"
"PF3D7_0903100","PFI0150c","previous ID","N/A"
"PF3D7_0903200","XM_002808866.1","alternate ID","RefSeq_dna"
"PF3D7_0903200","RAB7","name","N/A"
"PF3D7_0903200","PFI0155c","previous ID","N/A"
"PF3D7_0903200","C0H516","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0903200","XP_002808912.1","alternate ID","RefSeq_peptide"
"PF3D7_0903200","PF3D7_0903200","name","annotation"
"PF3D7_0903200","1KY3","alternate ID","N/A"
"PF3D7_0903200","Q9NFG0","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0903200","CAX64193.1","alternate ID","protein_id"
"PF3D7_0903200","UPI00000796DB","alternate ID","UniParc"
"PF3D7_0903300","XM_002808867.1","alternate ID","RefSeq_dna"
"PF3D7_0903300","C0H517","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0903300","XP_002808913.1","alternate ID","RefSeq_peptide"
"PF3D7_0903300","PF3D7_0903300","name","annotation"
"PF3D7_0903300","UPI000198209C","alternate ID","UniParc"
"PF3D7_0903300","CAX64194.1","alternate ID","protein_id"
"PF3D7_0903300","PFI0160w","previous ID","N/A"
"PF3D7_0903400","CAD51719.1","alternate ID","protein_id"
"PF3D7_0903400","XM_001351872.1","alternate ID","RefSeq_dna"
"PF3D7_0903400","DDX60","name","N/A"
"PF3D7_0903400","Q8I3B4","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0903400","XP_001351908.1","alternate ID","RefSeq_peptide"
"PF3D7_0903400","PF3D7_0903400","name","annotation"
"PF3D7_0903400","PFI0165c","previous ID","N/A"
"PF3D7_0903400","UPI000008620A","alternate ID","UniParc"
"PF3D7_0903500","XP_001351909.1","alternate ID","RefSeq_peptide"
"PF3D7_0903500","PF3D7_0903500","name","annotation"
"PF3D7_0903500","XM_001351873.1","alternate ID","RefSeq_dna"
"PF3D7_0903500","Q8I3B3","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0903500","PFI0170w","previous ID","N/A"
"PF3D7_0903500","NUP138","name","N/A"
"PF3D7_0903500","UPI000008620B","alternate ID","UniParc"
"PF3D7_0903500","CAD51720.1","alternate ID","protein_id"
"PF3D7_0903600","PF3D7_0903600.1","alias","N/A"
"PF3D7_0903600","A0A143ZVB6","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0903600","UPI00078D1C1A","alternate ID","UniParc"
"PF3D7_0903600","PFI0175w","previous ID","N/A"
"PF3D7_0903600","CZT62530.1","alternate ID","protein_id"
"PF3D7_0903600","PF3D7_0903600.2","alias","N/A"
"PF3D7_0903600","PF3D7_0903600","name","annotation"
"PF3D7_0903700","PFI0180w","previous ID","N/A"
"PF3D7_0903700","CAD51722.1","alternate ID","protein_id"
"PF3D7_0903700","Q6ZLZ9","alternate ID","Uniprot/SPTREMBL"
"PF3D7_0903700","XM_001351875.1","alternate ID","RefSeq_dna"
"PF3D7_0903700","PF3D7_0903700","name","annotation"
"PF3D7_0903700","UPI000000D3EE","alternate ID","UniParc"
"PF3D7_0903700","XP_001351911.1","alternate ID","RefSeq_peptide"
"PF3D7_0903700","1FFX","alternate ID","N/A"
"PF3D7_0903800","UPI000008620D","alternate ID","UniParc"
"PF3D7_0903800","CCp4","name","N/A"
"PF3D7_0903800","LAP6","synonym","N/A"
