	Accession ID	Gene ID	Product Description	Neighbours	essential	Degree	Betweenness Centrality	Closeness Centrality
152	Q8I2X4	PF3D7_0917900	heat shock protein 70	['Q8II43', 'Q8I1V1', 'Q8IFP3', 'Q8IKW5', 'Q8IAX6', 'Q8IJX8', 'C6KST3', 'Q8II80', 'Q8I323', 'Q8ILA4', 'C6KTA4', 'C6KST5', 'Q8ILI2', 'Q8I566', 'Q8I5H4', 'A0A5K1K9F3', 'Q8IBI3', 'Q7KQL5', 'O77323', 'Q8I3I6', 'Q8IEQ1', 'Q8IJW0', 'C0H5H0', 'O97282', 'C0H4Y6', 'Q8IJN9', 'Q8III6', 'Q8IL58', 'Q8ILP3', 'Q8IDG3', 'Q8IC01', 'Q8IC05', 'Q8IKP1', 'C0H5I7', 'A0A5K1K967', 'Q8ILC1', 'O96220', 'Q8I5C4']	True	38	0.03082444631667883	0.40439421816458987
153	Q8II43	PF3D7_1132200	T-complex protein 1 subunit alpha	['Q8I2X4', 'Q8IDG2', 'C0H5H0', 'O97282', 'Q8IAR3', 'Q7KQL9', 'Q8IJN9', 'C6KT34', 'Q8IFP3', 'Q8I6T3', 'Q76NN6', 'Q8I323', 'Q8IDG3', 'Q8II24', 'Q8IKC9', 'Q8II61', 'O77323', 'O96220', 'C6KSV2', 'Q8IKW5', 'Q8I5B6', 'Q8IBI3', 'Q8IDZ8', 'C6KST3', 'Q8IK90', 'C6KTA4', 'O97247', 'Q8I5C4', 'C6KST5', 'Q8IJT1', 'C0H5I7', 'Q8II82', 'Q8IC01', 'Q8IE66', 'Q6ZLZ9', 'Q8IBR6', 'Q8IJW0']	True	37	0.016730861485415305	0.396060714753389
154	A0A5K1K9E9	PF3D7_1326000	respiratory chain complex 3 associated protein 2	['C6KSV8']	True	1	0.0	0.22995464672709362
155	Q76NL8	PF3D7_1360800	falcilysin	['Q8III5']	True	1	0.0	0.19696223247175007
156	Q8ILA4	PF3D7_1436000	glucose-6-phosphate isomerase	['Q8IDF6', 'Q6ZLZ9', 'Q8I2X4', 'O97282', 'Q8ID43', 'Q8IJN9', 'Q8IFP3', 'Q8II24', 'C6KTA3', 'Q8IKT2', 'Q8I5C4', 'C6KST5', 'Q8I566']	True	13	0.0006746446908318051	0.3310679773369217
157	Q8I2F4	PF3D7_0936600	gametocyte exported protein 5	['Q8IIX5', 'Q8I490', 'Q8IJ76', 'Q8IIF0', 'Q8IJF6', 'Q8II72', 'Q8I2F2', 'Q8IFM0', 'Q6ZMA7', 'Q9TY99']	True	10	0.0002527850252015478	0.2866310667210554
158	Q8I431	PF3D7_0507100	60S ribosomal protein L4	['Q8I1V1', 'Q8IJV6', 'Q8II24', 'Q8I320', 'C0H4A6', 'Q8I487', 'Q8IIA2', 'Q8ILK3', 'Q8IKM5', 'Q8IK15', 'C6KT19', 'Q8IDB0', 'Q8IDR9', 'Q8II61', 'Q8IJ34', 'Q8I3T8', 'C6KT23', 'Q8IIB4', 'Q8IEK3', 'Q8IL02', 'Q8ID28', 'Q8ILL3', 'Q8IB24', 'Q8IKR1', 'O97319', 'Q8IBY4', 'O77381', 'Q8IDN6', 'Q6ZLZ9']	True	29	0.009606879783191677	0.373001000002681
159	Q8IJ34	PF3D7_1037300	ADP,ATP carrier protein 1	['Q8ID28', 'Q8IJC6', 'Q8I431', 'C6KT23', 'Q8IDB0', 'Q8IJN7', 'Q8ILL2', 'Q8IC05', 'Q8IKK7', 'Q8I463', 'A0A144A1R5', 'Q8IKH8', 'O77381', 'O97249', 'Q8I623', 'O97313', 'Q8ILL3']	True	17	0.0015974668400726819	0.33563233364211825
160	Q8IBR6	PF3D7_0718500	prefoldin subunit 3, putative	['Q6ZLZ9', 'Q8ILS7', 'O77323', 'Q8II82', 'C0H4C7', 'Q8I3Y6', 'Q76NN6', 'C0H5I7', 'Q8IJN9', 'Q8I3A4', 'O97282', 'O97247', 'C6KST5', 'Q8II43', 'Q8IFP3']	True	15	0.00508816511506565	0.31726149348620736
161	Q8IJS2	PF3D7_1012300	cytochrome b-c1 complex subunit 7, putative	['Q76NM6', 'Q7KQL5', 'Q8IFP2', 'Q8I2I2', 'O77381', 'C0H4A6']	True	6	0.0009829461807234173	0.3153436778951854
162	O96220	PF3D7_0214000	T-complex protein 1 subunit theta	['Q8IJN9', 'C6KST3', 'Q8IK90', 'Q8II24', 'Q8IDG3', 'Q8IC01', 'C6KST5', 'Q8IKC9', 'Q8II61', 'Q8I5C4', 'O97282', 'Q8I6T3', 'Q8II43', 'O77323', 'Q8IDZ8', 'C0H5H0', 'Q8IDG2', 'C6KT34', 'Q8IJT1', 'Q8IAR3', 'Q8IBI3', 'Q8II82', 'O97247', 'Q8I5B6', 'C0H5I7', 'Q8I0U7', 'Q8I2X4', 'Q8IJW0']	True	28	0.004623247440877313	0.36737221227628236
163	Q8II24	PF3D7_1134000	heat shock protein 70	['O77381', 'Q8ILL3', 'Q8ID28', 'C0H5I7', 'Q8IEA6', 'O96220', 'Q6ZLZ9', 'Q8I431', 'O97227', 'Q8II43', 'O97282', 'Q8I2W2', 'Q8IJW0', 'Q8IDK7', 'C6KST5', 'Q8IFP3', 'Q8IJN9', 'Q8ILA4', 'Q8III6', 'A0A5K1K9F3', 'Q8I323', 'C0H4V6', 'O77323', 'P27362', 'Q8IKT2', 'Q8ILK3', 'Q8IKM5', 'C0H5H0', 'C6KT76', 'Q7KQL9', 'Q8IB24', 'P61076', 'Q8IES0', 'O97247', 'Q8I5C4']	True	35	0.04788576968801625	0.39692171630720074
164	Q8IBB9	PF3D7_0828800	GPI-anchored micronemal antigen	['Q8IJM9', 'Q8I0U8', 'Q8II72', 'Q6ZMA7', 'Q8ILZ1']	True	5	0.007748955912944836	0.2824191639618133
165	Q8I0P6	PF3D7_1357000	elongation factor 1-alpha	['Q8IIB4', 'Q8IEK3', 'Q8IJX8', 'Q8IM10', 'Q8IIM8', 'Q8IET7', 'A0A143ZY58', 'Q8I323', 'Q8IDK7', 'Q8IB24', 'C0H4A6', 'Q8ILI2', 'Q6ZMA8', 'Q8I5H4', 'O77381', 'Q8IFP2', 'Q8I0V2', 'Q8IDR9', 'Q8IIU8', 'O00806', 'Q8IFM9', 'Q8IKH8', 'O97313', 'C0H5C2', 'Q8IJC6', 'C0H5H0', 'Q8I320', 'Q8IAX6', 'Q8I3R0', 'Q8IL02', 'Q8ILL3', 'Q8IL58', 'Q8ILL2', 'Q8IAX5', 'Q8I2X3', 'Q8IIA2', 'Q8ILK3', 'A0A144A3N9', 'Q6ZMA7', 'C6KT25', 'Q8IKM5', 'Q8IM15', 'Q8IDB0', 'Q76NM6', 'A0A5K1K8V8', 'Q76NN7', 'K7NTP5', 'Q8II61', 'Q8IBY4', 'Q8IE10', 'Q8I3T8']	True	51	0.022325664049100424	0.41638310034506804
167	Q8IM66	PF3D7_1402300	26S proteasome regulatory subunit RPN6	['O96153', 'Q8IKH3', 'Q8IEK3']	True	3	0.00013824340326816002	0.2961621889721206
168	A0A5K1K9F3	PF3D7_1338100	26S proteasome regulatory subunit RPN3, putative	['Q8IBI3', 'Q8ILC1', 'Q8IJM0', 'Q8IJA0', 'C0H5H0', 'Q8I2X4', 'Q8IDG2', 'Q8I261', 'Q8II24', 'Q8II71', 'Q8IDG3', 'Q8IC01', 'Q8IIJ6', 'A0A5K1K7U1', 'Q8IJW0', 'C6KST3', 'Q7K6A9', 'Q8I323']	True	18	0.0009574367264013926	0.3559142095542151
169	Q8IHY0	PF3D7_1138500	protein phosphatase PPM2, protein phosphatase 2C	['Q8IC01']	True	1	0.0	0.2753906327319945
170	Q8I546	PF3D7_1237700	conserved protein, unknown function	['Q8ILB6', 'C6KT18', 'O77389', 'Q8IFM9', 'A0A144A1R5']	True	5	0.0035796427038993967	0.29956355947713265
171	O77396	PF3D7_0317000	proteasome subunit alpha type-3, putative	['A0A5K1K7U1', 'Q8IK90', 'Q8IJT1', 'Q8IAR3', 'Q8IAV6', 'Q8IBI3', 'C6KST3', 'Q8I6T3', 'C6KST5', 'Q8IJW0', 'Q8IDG2', 'Q8I261', 'Q8IDG3', 'Q8IKC9', 'C6KT34', 'Q8I0U7', 'O96153', 'C0H4C7', 'Q7K6A9']	True	19	0.005270264213373306	0.28867033913250967
172	Q8I1V1	PF3D7_0413600	26S protease regulatory subunit 6B, putative	['Q8I2X4', 'Q8I431', 'Q8I5M9', 'Q8IC05', 'Q7K6A5', 'Q8IDB0', 'Q8IEQ1', 'Q8IKH8', 'Q8IEK3', 'Q8I323', 'Q8ILE3', 'Q8ILI2', 'Q8IAR6', 'Q7KQL5', 'Q8IJM0', 'C0H5H0', 'Q8I3T8']	True	17	0.004576122367522714	0.35941730216793766
173	O97247	PF3D7_0306800	T-complex protein 1 subunit beta	['C6KST3', 'C6KST5', 'Q6ZLZ9', 'Q8IJW0', 'Q8IJN9', 'O77323', 'Q8IKT2', 'Q8II61', 'C6KT34', 'Q8I5C4', 'O97282', 'Q8I6T3', 'Q8II43', 'Q7KQL5', 'Q8IFP3', 'C0H5I7', 'Q8IBR6', 'Q7KQL9', 'O96220', 'Q8II24', 'Q8ID43']	True	21	0.003811213099800943	0.36012621203414663
174	P50250	PF3D7_0520900	adenosylhomocysteinase	['Q8IFP3', 'Q8I3X4', 'Q8IIR8', 'Q8IKT2', 'Q8ILT0', 'Q7KQL5', 'C6KT25', 'Q8IKW5', 'Q8IJN9']	True	9	0.0031201383624189956	0.3419175833357909
175	Q8IK90	PF3D7_1474800	proteasome subunit alpha type-1, putative	['Q8I0U7', 'O77396', 'O96153', 'O96220', 'Q7K6A9', 'Q8IBI3', 'C6KST3', 'Q76NM3', 'Q8IJT1', 'C0H4C7', 'Q8I5C4', 'C6KST5', 'Q8IDG3', 'Q8IKC9', 'A0A5K1K7U1', 'C0H5I7', 'Q8II43', 'Q8IDG2', 'Q8IJW0', 'O97282', 'Q8IAR3', 'Q8I261', 'C6KT34', 'Q8I6T3']	True	24	0.0005727672272507235	0.30354777971955504
176	Q8I2U5	PF3D7_0920800	inosine-5'-monophosphate dehydrogenase	['Q8IKW5']	True	1	0.0	0.29833985212632735
177	Q8ILV5	PF3D7_1414000	26S proteasome regulatory subunit RPN13, putative	['C0H5C2']	True	1	0.0	0.2898158563512894
178	Q8IEJ6	PF3D7_1312600	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial, putative	['Q8IL11', 'C6KSV3', 'Q8I0X1', 'P61076', 'Q8IEA6', 'O97227']	True	6	4.752609763174355e-05	0.2555409230249298
179	Q8IE10	PF3D7_1331700	glutamine--tRNA ligase, putative	['Q8IAX5', 'Q8ILK3', 'Q8IDJ8', 'Q8IKM5', 'Q8IIU8', 'Q8IIA4', 'Q8IDK7', 'C6KT09', 'Q8IL94', 'Q8IKW5', 'Q8IBY4', 'Q8I3T8', 'Q8IL02', 'Q8ILL3', 'Q8ILI2', 'Q8IDB0', 'Q8IIA2', 'Q8IKP1', 'Q8IAX6', 'C0H4A6', 'Q8IJC6', 'Q8IDR9', 'O77381', 'Q8IM10', 'Q6LFH8', 'Q8IJ60', 'Q8I3R0', 'O97313', 'Q8ILL2', 'Q8I0P6', 'C0H5C2']	True	31	0.010121902687576831	0.36480317582679783
180	C0H586	PF3D7_0933200	calcyclin-binding protein, putative	['Q76NN6']	True	1	0.0	0.2657699992741082
181	Q8IKH8	PF3D7_1465900	40S ribosomal protein S3	['Q8I603', 'O96252', 'Q8II61', 'Q8IJV6', 'Q8IJC6', 'Q8IBY4', 'A0A5K1K8V8', 'K7NTP5', 'Q8IL58', 'Q8ILL2', 'Q8I5M9', 'Q8IKV8', 'Q8I0P6', 'Q8I1V1', 'Q8IIB4', 'Q8IKM5', 'Q8IIV2', 'Q8I463', 'Q8IAX6', 'Q8IIX0', 'Q8IAX8', 'Q8IJ34', 'Q8IDR9', 'Q8IET7', 'Q8I0V2', 'Q8IFP2', 'Q8I3T8', 'O00806', 'Q8I3R0', 'Q8IDB0', 'C0H5C2', 'Q8IKW0', 'Q8IAX5', 'Q8IJX8']	True	34	0.011654632357490978	0.3745312605155125
182	Q8II61	PF3D7_1130200	60S ribosomal protein P0	['Q8IIV2', 'Q8IDZ8', 'Q8IKM5', 'Q8IIU8', 'Q8IKH8', 'Q76NN6', 'A0A144A3N9', 'Q8IIB4', 'A0A5K1K8V8', 'K7NTP5', 'Q8I3T8', 'Q8IJX8', 'Q8IIM8', 'O96153', 'Q8IJV6', 'Q8IL48', 'O96220', 'Q8IL02', 'Q8I431', 'Q8II43', 'C6KSV2', 'Q8ILL2', 'O97282', 'Q8IAX6', 'Q8IAX8', 'O97247', 'Q8IDR9', 'Q8ILS7', 'Q8IET7', 'Q8IM10', 'Q8I0V2', 'Q8IFP2', 'Q6ZLZ9', 'O77323', 'P27362', 'O00806', 'Q8IJN7', 'O97313', 'Q8I0P6', 'C0H5C2', 'Q8IAX5', 'Q8IKT2']	True	42	0.06537808219355956	0.4144925981868612
183	O96221	PF3D7_0214100	protein transport protein SEC31	['Q8IB60', 'Q8I1S0', 'Q8I5L6', 'C0H5H0', 'Q8I5B3']	True	5	0.004366295460592006	0.3121093837629271
184	Q8IJA0	PF3D7_1030500	26S proteasome regulatory subunit RPN9, putative	['Q8IJM0', 'Q8IJW0', 'Q76NN6', 'A0A5K1K9F3', 'Q8I323', 'Q8IDG3', 'Q7K6A9', 'Q8IBI3', 'C6KST3', 'Q8I261', 'Q8I374', 'Q8II71', 'A0A5K1K7U1', 'Q8IIJ6', 'Q8IDG2', 'C0H5H0']	True	16	0.00652266938514172	0.350113115055249
185	A0A144A1R5	PF3D7_1246200	actin I	['Q8IIX0', 'Q8I463', 'Q7KQL5', 'Q8I0V4', 'Q8IC05', 'Q8ILK3', 'Q76NN7', 'Q8IDB0', 'Q8IJ34', 'O00806', 'Q8II36', 'Q8I546', 'Q8IKK7']	True	13	0.01147326663942805	0.3269185129835494
186	Q8ILF4	PF3D7_1431100	PhIL1 interacting protein PIP2	['Q8ILF6', 'Q8I0V2']	True	2	0.00513883133029424	0.29166771485832643
187	Q8IE67	PF3D7_1325100	phosphoribosylpyrophosphate synthetase	['Q8IIR8', 'O97245']	True	2	4.390302956759739e-05	0.2439331857064961
188	Q8I2Q0	PF3D7_0925900	lipocalin	['Q8ILE3', 'C0H5H0', 'Q8I0V2']	True	3	3.91509529756561e-05	0.3275049139036993
189	Q8IB24	PF3D7_0818900	heat shock protein 70	['A0A144A3N9', 'O77381', 'Q8IIU8', 'Q8IIV1', 'Q8IJC6', 'Q8I5H4', 'O97313', 'Q8I0P6', 'Q8IJX8', 'Q8IIM8', 'Q8IL02', 'Q8ILE3', 'C0H5H0', 'Q8I3I6', 'Q8ILL3', 'Q8ILI2', 'Q8I5B3', 'C0H4A6', 'Q8IIA2', 'Q8ILK3', 'C6KT19', 'Q8ILC1', 'Q6ZMA7', 'Q8IBV7', 'K7NTP5', 'Q8I3R0', 'Q9TY99', 'Q8I431', 'Q8IM10', 'Q8I487', 'C0H5C2', 'Q8IET7', 'Q8IAX5', 'Q8II24', 'Q8IC01', 'C6KTA4', 'Q8I3J0', 'Q8IAX8', 'Q8IIV2', 'Q8IIF0', 'Q8IIK8', 'Q8IKM5', 'Q8IDR9']	True	43	0.03159069371624218	0.41685842351897795
190	Q7K6A9	PF3D7_0803800	proteasome subunit beta type-4	['O96153', 'Q8I323', 'Q8IK90', 'C6KST3', 'Q8II71', 'Q8IJT1', 'Q8IAR3', 'Q8IBI3', 'Q8IJM0', 'A0A5K1K7U1', 'Q8IJA0', 'Q8I6T3', 'Q8IJW0', 'C0H5H0', 'O97282', 'Q8IDG2', 'Q8I261', 'Q8IDG3', 'C6KT34', 'A0A5K1K9F3', 'Q8IKC9', 'Q8I0U7', 'O77396']	True	23	0.0017189535092151757	0.3396911432582555
191	Q8I3W9	PF3D7_0513800	ras-related protein Rab-1A	['Q8I274', 'Q8IIK8', 'C0H516', 'A0A5K1K8H7']	True	4	0.003001601501313571	0.2439331857064961
192	Q8ILC1	PF3D7_1434300	Hsp70/Hsp90 organizing protein	['Q8IIV2', 'Q8IBV7', 'C6KT19', 'A0A5K1K9F3', 'Q8IJN7', 'Q8I323', 'Q8III6', 'Q8IJM0', 'Q8IIM8', 'Q8IB24', 'Q8I3J0', 'A0A5K1K963', 'Q8IC01', 'Q8IIJ6', 'Q8IDE7', 'O97245', 'Q8I2X4', 'Q8IJW0', 'C0H5H0']	True	19	0.009420587196168579	0.3733823916182256
193	Q8IIX5	PF3D7_1102500	gametocyte exported protein 2	['Q8I476', 'Q8IFM9', 'Q8I2F4', 'B9ZSJ2', 'Q8I0U8', 'Q8I490', 'Q8II72', 'Q8IKC8', 'Q8I4T3', 'Q8I2F2', 'Q8IIF0', 'Q6ZMA7', 'Q9TY99', 'Q8IFM0', 'Q8IJ76', 'Q8IJF6']	True	16	0.0042837063371486215	0.2954433487076251
194	P61074	PF3D7_1361900	proliferating cell nuclear antigen 1	['Q8I3A1', 'Q8I3Y6', 'Q7KQJ9', 'C0H4U4']	True	4	0.0007705891259355485	0.262333318249012
195	Q8IC05	PF3D7_0708400	heat shock protein 90	['C6KT19', 'Q8I4U5', 'Q8IJC6', 'Q9TY94', 'Q8IL58', 'Q8I1V1', 'Q8IKH3', 'Q8IFP2', 'Q76NM4', 'Q8IKF0', 'Q8I463', 'A0A144A1R5', 'Q8IKP1', 'Q8IKM5', 'Q8IDB0', 'Q8IJM0', 'Q8IE66', 'Q8IJ34', 'Q8IAR6', 'Q7KQL5', 'Q8I2X4', 'Q8IIA2', 'Q8I320']	True	23	0.020894622391155138	0.373001000002681
196	Q8IKR1	PF3D7_1456800	V-type H(+)-translocating pyrophosphatase, putative	['Q8IET7', 'Q8ILL3', 'Q8IAX5', 'Q8IM10', 'Q8IJN7', 'Q8I3T8', 'Q8I431', 'O97313', 'C0H4A6']	True	9	3.6861146274597474e-05	0.32088574604800063
197	Q8I6T3	PF3D7_1328100	proteasome subunit beta type-7, putative	['O97282', 'Q8IDG3', 'Q8IJT1', 'Q8IKC9', 'C6KT34', 'Q8II43', 'C0H5I7', 'Q8I0U7', 'O77396', 'O96153', 'O96220', 'Q8IDG2', 'Q7K6A9', 'C6KST3', 'Q8IAR3', 'Q8I261', 'Q8IBI3', 'O97247', 'C0H4C7', 'Q8I5C4', 'C6KST5', 'A0A5K1K7U1', 'Q8IJW0', 'Q8IJN9', 'Q8IK90']	True	25	0.000712488293582002	0.30634897567334285
198	C6KST5	PF3D7_0608700	T-complex protein 1 subunit zeta	['Q8IJT1', 'Q8IC01', 'Q8IBI3', 'C0H5I7', 'O77323', 'O97247', 'Q8I0U7', 'Q6ZLZ9', 'O96220', 'Q8I2X4', 'Q8IJW0', 'Q8IKW5', 'C6KST3', 'Q8IJN9', 'O77396', 'Q8IK90', 'Q8II24', 'Q8IDG3', 'Q8IKC9', 'Q8I5C4', 'O97282', 'Q8I6T3', 'Q8II43', 'Q8IFP3', 'C0H5H0', 'Q8IBR6', 'Q8I323', 'Q8IDG2', 'Q8ILA4']	True	29	0.00495212796747888	0.37110566971811454
199	C0H4Y6	PF3D7_0827900	protein disulfide-isomerase	['Q8I2V9', 'Q8IKB2', 'C0H5H0', 'Q8I2X4']	True	4	0.005167517575354539	0.31479998189881436
200	Q8I2I2	PF3D7_0933600	mitochondrial-processing peptidase subunit beta, putative	['Q8IB14', 'Q8IL75', 'Q8IJS2', 'O97245', 'Q8I3N3']	True	5	0.0004242752846510088	0.27292076158641604
201	A0A143ZY58	PF3D7_1020900	ADP-ribosylation factor 1	['Q8I0P6', 'Q8IKH3', 'Q8I1S0', 'Q8IIM8']	True	4	0.0014244034088977113	0.3005497769568928
202	Q8IEP9	PF3D7_1306600	V-type proton ATPase subunit H, putative	['Q8I323', 'Q8IDS0', 'Q8I280', 'C0H5H0', 'Q76NN6', 'Q8IE84']	True	6	0.003484344746213072	0.3458030104191521
203	Q9TY94	PF3D7_0209800	ATP-dependent RNA helicase UAP56	['Q7KQL5', 'Q8IKF0', 'Q8IC05']	True	3	0.0	0.28912745764261655
204	Q8IIV2	PF3D7_1105000	histone H4	['Q8ILC1', 'Q8II61', 'Q8IAX6', 'Q8IAX8', 'Q8IBV7', 'Q8IIV1', 'Q8IDR9', 'Q9TY99', 'Q8IFM9', 'C0H4L1', 'B9ZSJ2', 'Q8IM10', 'Q7KQL5', 'Q8I5H4', 'O00806', 'O97313', 'C0H5C2', 'Q8IAX5', 'A0A5K1K8Y8', 'Q8IJX3', 'Q8IIM8', 'Q8IKM5', 'C0H4A6', 'C6KT18', 'Q8IKH8', 'Q8IIF0', 'C6KT19', 'Q8IJC6', 'Q6ZMA7', 'A0A5K1K8V8', 'K7NTP5', 'Q8I0V2', 'Q8ILZ7', 'Q8I487', 'Q8ILL2', 'Q8IIB4', 'Q8IB24']	True	37	0.019772564990229714	0.3926537408630373
205	Q8I274	PF3D7_0106800	ras-related protein Rab-5C	['Q8I3W9', 'A0A5K1K8H7']	True	2	0.0	0.19932749945558115
206	Q8I320	PF3D7_0913200	elongation factor 1-beta	['Q8I431', 'Q8IIB4', 'Q8IIX0', 'O97313', 'Q8IDR9', 'Q8I0P6', 'Q8IM10', 'C0H4A6', 'Q8I0V4', 'Q8ILL3', 'Q8IFP2', 'Q8IC05']	True	12	0.0006464633888112125	0.32957398826951684
207	Q7KQL9	PF3D7_1444800	fructose-bisphosphate aldolase	['Q8I5C4', 'Q6ZLZ9', 'Q8IDJ8', 'Q8II43', 'Q8IJI7', 'Q8IFP3', 'Q8IDF6', 'C6KT50', 'Q8ID43', 'Q7KQM0', 'Q8I3X4', 'Q8IJN9', 'Q8II24', 'Q8IIG6', 'O97247', 'Q8I566']	True	16	0.01152048217033471	0.32633420822397197
208	Q8ILK3	PF3D7_1426000	60S ribosomal protein L21	['Q8IIX0', 'Q8I0V4', 'Q8IE10', 'Q8IJV6', 'Q8ILL2', 'C6KT19', 'Q8IJC6', 'Q8IBY4', 'A0A5K1K8V8', 'K7NTP5', 'Q8ID28', 'Q8IL58', 'Q8I431', 'C6KT23', 'Q8IDB0', 'Q8IB24', 'Q8IKM5', 'A0A144A1R5', 'Q8IIA2', 'Q8IAX6', 'C6KTA4', 'Q8IAX8', 'Q8ILL3', 'Q8IKX4', 'Q8IKW5', 'Q8IB14', 'O77381', 'O97249', 'Q8II24', 'Q8I0V2', 'Q8IL02', 'O00806', 'Q8I3R0', 'Q8I0P6', 'C0H5C2', 'Q8IM10', 'Q8IIU8', 'Q8IDK7']	True	38	0.013368171150951633	0.37762976111957053
209	Q8I374	PF3D7_0907700	proteasome activator 28	['Q8I5B6', 'Q6ZLZ9', 'Q8IJA0', 'Q8IFP3', 'Q76NN6']	True	5	0.00014068470786902836	0.3027926857401531
210	C0H4U4	PF3D7_0813300	NPL domain-containing protein, putative	['C0H5H0', 'Q76NN6', 'P61074', 'Q8I3J0', 'Q8I3A1', 'Q8I2W3', 'Q8ILI6']	True	7	0.00781349095073	0.3344029111745647
211	Q8IKH3	PF3D7_1466300	26S proteasome regulatory subunit RPN2, putative	['Q8ID28', 'Q8IJM0', 'Q8IC05', 'A0A143ZY58', 'Q8IAR6', 'Q8I323', 'Q8IM66', 'C0H5H0']	True	8	0.0020775484255213805	0.3325755728621354
212	Q7KQL5	PF3D7_1008700	tubulin beta chain	['Q9TY94', 'O97320', 'A0A144A1R5', 'Q8I5H4', 'Q8IJS2', 'C6KT19', 'Q8IIV2', 'Q6ZMA7', 'C6KT25', 'Q8IEQ1', 'Q76NN7', 'C0H5I7', 'Q8IE66', 'Q8IBV7', 'A0A5K1K910', 'Q8I2X4', 'Q8IDS0', 'Q8IKW5', 'C0H4H6', 'Q8I0V4', 'Q8IJV6', 'Q8IL58', 'Q8I566', 'O97247', 'Q8IFP2', 'Q8IC05', 'Q8IKF0', 'Q8IDB0', 'Q8I623', 'Q8I1V1', 'Q8IBG1', 'Q8IIV1', 'P50250', 'Q8IEU2', 'Q8I463', 'Q8IJX8']	True	36	0.03834371268376866	0.39139118864161276
213	Q8IDJ8	PF3D7_1350100	lysine--tRNA ligase	['Q7KQL9', 'Q8IE10', 'Q8IKW5', 'Q8ILL3', 'Q8ILI2', 'Q8IIU8', 'Q8I5R7', 'Q8IJC6', 'Q8IJ60', 'Q8IDK7', 'O97245', 'Q8IIA4', 'Q8IAX5', 'C0H5H0']	True	14	0.0077153321278761	0.3629900387700047
214	O97266	PF3D7_0315100	eukaryotic translation initiation factor 4E	['Q8I5H4']	True	1	0.0	0.26064809350651297
215	Q8IK89	PF3D7_1474900	trailer hitch homolog, putative	['Q8ILZ7', 'O97285', 'Q8IAX8', 'Q8I5H4', 'Q8IJX3', 'Q8IKP1']	True	6	0.00037771987062180305	0.29761041483506495
216	Q6ZMA8	PF3D7_0406100	V-type proton ATPase subunit B	['Q8IC01', 'Q8I2H3', 'Q8I0V2', 'O77381', 'Q8I0P6', 'A0A5K1K967', 'Q8IDS0', 'Q8IEK3', 'Q8IKW5', 'Q8IJX8', 'Q8ILL3', 'Q76NM6', 'Q8IE84', 'Q8I280', 'Q8IC43', 'Q8IM10', 'O97313', 'C0H5C2']	True	18	0.003039364328977625	0.3566093544947507
217	Q8IE84	PF3D7_1323200	V-type proton ATPase subunit G, putative	['Q8IDS0', 'C0H4V6', 'Q76NM6', 'Q8I0V2', 'Q8I280', 'Q8IIV1', 'Q6ZMA8', 'Q8IKW5', 'C0H4C7', 'Q8I3Y6', 'O97313', 'Q8I2H3', 'Q8IEP9', 'Q8IAX8']	True	14	0.007075388524441836	0.35350239980892995
218	C6KT18	PF3D7_0617800	histone H2A	['C6KT19', 'O97313', 'K7NTP5', 'Q8IBY4', 'Q8IBV7', 'Q9TY99', 'Q8IM10', 'C0H5C2', 'Q8I546', 'Q8I0V2', 'Q8IIV2', 'Q8IIF0', 'Q8IDR9', 'Q8IFM9', 'Q8IIB4', 'Q8IAX6', 'Q8IJX8', 'Q8IIM8', 'Q8IL02', 'Q8ILL2', 'Q8IAX5']	True	21	0.003734561629817933	0.3441734015104851
219	Q8IKW0	PF3D7_1451600	LCCL domain-containing protein	['Q8IM24', 'Q8IKS0', 'Q8IKH8']	True	3	0.0004374059080481744	0.2822009111303127
220	Q8IKW5	PF3D7_1451100	elongation factor 2	['Q8IBM9', 'C0H5C2', 'Q8I2X4', 'Q8IAX5', 'Q8IEK3', 'Q8IDJ8', 'Q8IB60', 'Q8IIU8', 'Q8IE10', 'C6KTA4', 'Q6ZMA8', 'Q8IM10', 'Q8I5C4', 'C6KST5', 'Q8IJC6', 'Q8I566', 'A0A144A3N9', 'Q8I2U5', 'O77381', 'C0H5I7', 'Q8IC01', 'Q8IE84', 'A0A5K1K967', 'Q8IDS0', 'Q8ILL3', 'Q7KQL5', 'Q8I280', 'Q8II43', 'O97313', 'Q8ILK3', 'Q8IC43', 'Q8IJW0', 'C0H5H0', 'O97282', 'Q8IKM5', 'Q8IIA2', 'Q8IDK7', 'Q8IJN9', 'Q8IFP3', 'Q8IEQ1', 'Q8IDR9', 'Q8I323', 'C6KSV3', 'C6KT25', 'P50250', 'Q76NM6', 'Q8I0V2', 'O77323', 'Q8ILI2']	True	49	0.045072141882243386	0.42860091432232944
221	Q8IB14	PF3D7_0817900	high mobility group protein B2	['Q8I0V4', 'Q8I2I2', 'C6KT23', 'Q8I463', 'Q8ILK3']	True	5	0.0005524798219086929	0.2859576969480224
